,zipcode,renovation_index,renovation_index_with_rent,crime_change_abs,crime_change_rate,SS_change_rate,H_change_rate,N_change_rate,T_change_rate,PHS_change_rate,VP_change_rate,SS_change_pop,H_change_pop,N_change_pop,T_change_pop,PHS_change_pop,VP_change_pop,SS_change_area,H_change_area,N_change_area,T_change_area,PHS_change_area,VP_change_area,MasterCard_growth_rank,subway_change_abs,subway_change_rate,yellowTaxi_change_abs,yellowTaxi_change_rate,privateVehicle_change_abs
0,10025,4.770022138271776,5.259394319275018,206,0.15833973866256726,0.3766619587980325,-0.10673170731707317,0.5086151959310786,2.764705882352941,0.8095238095238095,-0.06514657980456026,0.8051720906989819,-0.2277885356153829,4.403772877756263,0.4893080975284736,1.7698377995710746,-0.10410810585712203,3.9396784347888416,-1.1145612122210995,21.547504239923462,2.394167137769273,8.659753477037796,-0.5093972633551644,412.61,-2809525.0,-0.07236978982397846,-1612303.040232131,-0.4253401445708581,-0.3275680186000225
1,10023,5.238509285140991,5.9029640415147675,236,0.2209737827715356,0.43969499638225656,-0.010629129560471259,0.27651136742045845,0.7567567567567568,0.0502283105022831,-0.2293144208037825,1.257961783439491,-0.011783439490446005,1.4544585987261152,0.2229299363057325,0.08757961783439491,-0.7722929936305732,5.193025180408443,-0.04864352700635816,6.004188860487433,0.9202829433635216,0.3615397277499549,-3.1881230537950564,319.46,-3237012.0,-0.02735932917506312,-1934141.631903563,-0.2998236221620546,-0.23882141834467666
2,10002,9.586100495409587,10.818386781418038,74,0.05572289156626506,0.365812274368231,0.07939999999999997,0.8908554572271387,-0.1628498727735369,0.4316239316239317,-0.19220779220779224,1.246294815816985,0.19531394133202126,11.143226123854618,-0.3935797306438718,0.6211180124223602,-0.4550765635569768,3.8557650062775086,0.6042588404192917,34.474717217876474,-1.2176500562605381,1.9216039950361608,-1.4079078775512468,635.54,724502.0,0.01370128808394422,-1103089.139240873,-0.3420674634145252,-0.2842816728150396
3,10467,13.927773434914315,15.485279904806971,55,0.03562176165803109,0.6031003217315004,-0.2187807276302852,0.774763020770414,1.8746701846965697,0.7379134860050891,2.9696969696969697,1.4738798349875424,-1.1359923212024672,9.82314258873504,7.255034105297552,1.480619205162766,0.5003471796756933,2.0817418607234783,-1.6045017459158026,13.874433074795524,10.247177442455529,2.091260702541945,0.7067018925831401,560.02,0.0,,-146.50881430975392,-0.0747027779331001,32.5946798255858
4,11226,28.565118574519172,34.266632007658465,-323,-0.18415051311288486,0.1737556201010623,-0.2288435672915924,0.5044529262086515,1.1675774134790529,0.8534704370179949,1.0735294117647058,0.4114687370444351,-1.5710624505332982,7.471827535521803,6.039648739305769,1.564090001130667,0.6878227113405947,1.108133805998825,-4.231056350177333,20.12251220877189,16.265485908982072,4.2122787221388815,1.8523876308201108,542.67,0.0,,-6015.4547636532925,-0.4186314223604096,110.43025206686781
5,10016,6.0757476313610175,6.735035113034103,-8,-0.011695906432748536,0.6507472563833891,-0.1614012265378183,0.33705357142857145,0.05263157894736842,0.10106382978723404,-0.2658730158730159,2.1609346958209708,-0.3180969124272059,2.7652638904149724,0.0366260117935758,0.17397355601948505,-1.840457092627184,7.844491315885159,-1.154735713194282,10.038289734734404,0.13295747993025694,0.6315480296687207,-6.6811133664954125,412.65,-4171800.0,-0.06897193770622823,-3299747.3218593337,-0.3723180704092024,-0.3625186393091686
6,11375,13.490594836472313,15.788805450874774,34,0.0752212389380531,0.2507717284430522,-0.2452173913043477,0.9104545454545454,0.5683544303797469,0.5,5.837837837837838,1.5997374370943038,-0.3702136970315804,3.2139158340018965,3.274742907154839,1.1013055211144336,4.7261323025308135,1.972915919827552,-0.4565752352076525,3.9636415119504367,4.03865801040654,1.3582123821189034,5.82862002392748,427.81,0.0,,-36944.91015541877,-0.7102560055104581,3.9623276270578667
7,11235,17.570264317793313,22.23184702560203,-6,-0.007712082262210797,-0.18382352941176472,-0.21988950276243094,0.8944354765022996,0.7738419618528609,0.12354312354312355,1.3773584905660377,-1.3135426244581638,-0.6534874556679364,3.8574806252462897,5.595691580191778,0.3480887954814134,1.9177722317089188,-1.4481461644346274,-0.7204527168062271,4.2527708410951695,6.169102660491513,0.38375873357517626,2.114293400074556,447.5,0.0,,-1025.6315736324327,-0.34811355101158525,79.8890899677739
8,10009,11.51206049001151,13.494469764491534,-98,-0.10594594594594596,0.0958904109589041,-0.0786240786240786,0.570844338416972,0.1263157894736842,0.9473684210526316,-0.06557377049180327,0.22780896591001545,-0.17704011065006908,9.812057603124238,0.0976324139614352,1.6109348303636808,-0.16272068993572533,0.880308297479705,-0.6841253054699419,37.91613595573301,0.3772749846341593,6.225037246463628,-0.6287916410569321,414.56,-1330654.0,-0.08571814343556182,-1343232.827824197,-0.39842989041425503,-0.3680745058890995
9,10029,10.54966479162808,11.930007085658898,127,0.08246753246753248,0.2377205882352942,0.1070489038785835,0.804502225707753,1.2424242424242424,0.4449152542372881,-0.04046242774566474,0.4171451427686672,0.20476626711224089,9.397571706901669,0.7935176702837309,0.6773931331690386,-0.045159542211269235,1.407890372102691,0.691098676315178,31.71737932623797,2.6781706738111803,2.2862432581314955,-0.15241621720876636,556.24,-1427917.0,-0.060688989272385085,-499144.736107893,-0.3718131982010918,0.3218521864819475
